id,feature1,feature2,feature3,target
1895,10.9927280352912,97.2297186427659,15.4882848342411,kurang
1896,11.4942881660865,87.1259362217862,15.5518878459595,normal
1897,11.6288214334352,86.1911629366438,18.9210440379773,normal
1898,10.7775272893523,89.8439122615163,15.265919804434,normal
1899,11.6905797121085,84.9809357768874,14.139174482334,normal
1900,8.77559087811293,89.4820043977181,16.4666509339036,kurang
1901,9.73348846975736,86.7860166023611,16.5387631439743,normal
1902,12.2973180885906,87.1842037413015,15.4235023972709,normal
1903,11.0078150845879,87.0342710605773,13.3441077574465,normal
1904,12.3296135475363,97.2161199632124,13.923681952365,normal
1905,12.0183664222738,97.5075568678044,14.9165606564982,normal
1906,10.4967039512938,88.3436414041755,13.5210064894955,normal
1907,9.9023217879969,92.6918253173609,17.1837059242633,kurang
1908,18.1009352961678,85.3585973490386,17.3177580202073,lebih
1909,16.460991334929,94.991132771904,17.0559729965671,normal
1910,13.3816692474726,87.9170542629449,18.1792866326982,normal
1911,10.5737411190991,94.321353302778,11.8587576124541,kurang
1912,9.83243197880616,98.2493007839482,15.1316194533534,buruk
1913,14.636646544213,84.1360704203626,18.6653622789352,lebih
1914,13.2318778207245,92.1767392869398,16.0639878407504,normal
1915,12.9003490586227,91.8974212261344,16.1420809214269,normal
1916,11.6705081271847,84.4058504532349,16.2243154678282,normal
1917,13.9063004630322,82.3888470723419,16.0847382840274,lebih
1918,14.7927138860584,85.5109526270144,15.8572584797758,lebih
1919,13.0457266125406,96.6907064753598,17.7589542467736,normal
1920,7.65797171213552,88.5812104208798,15.9597927470441,kurang
1921,11.66798327018,90.6551438984918,13.3651420165588,normal
1922,11.4135771626835,86.9753954441141,15.7218852242219,normal
1923,9.41019410960836,80.1887234325485,12.3574547543336,normal
1924,13.7708578320552,82.8659088438383,13.2588598577443,lebih
1925,13.4727418209867,83.749668696922,13.4012035640425,normal
1926,17.6736311017296,95.2875752025306,13.4000266407999,lebih
1927,10.0469021640784,83.2000204119896,19.7820986665857,normal
1928,13.6206262426883,85.212843970757,15.5228765751224,normal
1929,6.0685801670826,87.5109257826339,17.2801666688128,buruk
1930,13.5484596244513,93.5320632821419,18.7139996031699,normal
1931,10.4431764049921,90.1825500651495,15.0892315358847,normal
1932,12.5105022933217,88.0972581947784,15.0168143427622,normal
1933,11.0965715725929,83.6160633645866,13.7043005013991,normal
1934,12.8153364294304,84.2273174444555,13.6664126769596,normal
1935,11.7036636266409,84.3069903949058,15.9885593778129,normal
1936,8.31218349442597,93.7615743932485,13.4180204675494,buruk
1937,11.8807374312444,90.9828635095851,14.1095276307108,normal
1938,11.7674518347925,80.570554777638,18.6901505469076,normal
1939,13.5755732283306,78.2403208883682,17.8707297427353,lebih
1940,11.4349164444625,86.4062595920066,13.2970030707503,normal
1941,9.92581785419693,83.8135823786338,16.3467385629976,normal
1942,6.86417952030691,98.2683283536997,15.2823025875113,buruk
1943,13.9381819449477,84.8662083033642,15.2733709169791,lebih
1944,11.5422538956783,83.1989856017564,12.3177418164261,normal
1945,14.8156541326442,88.7035404585104,13.9270931043689,normal
1946,12.9681989743086,83.4251150191625,13.0547441144842,normal
1947,13.8366534068161,76.4495122487996,15.7226410305325,lebih
1948,11.7073436596208,95.2928537814659,16.7694500052414,normal
1949,11.087509625767,91.9087854289571,18.3463071492159,normal
1950,9.92684146208739,82.8716376085855,20.0724874473201,normal
1951,11.0629465890636,97.6442127774782,18.5135372326967,kurang
1952,12.7488113517646,83.6152381886951,16.9794308178531,normal
1953,11.9619465141863,91.2395493266948,14.091751731497,normal
1954,11.9714560524256,94.2876023194763,17.3640153247087,normal
1955,11.0879314117075,96.7834551294593,15.6756130454512,kurang
1956,15.3923701048423,100.046119898981,16.5266740419159,normal
1957,9.7933541333303,88.2059626148903,14.2382727368725,normal
1958,12.9171830985052,84.1119104200789,14.8784465977342,normal
1959,9.86563134247256,94.7811955770871,17.0834535917793,kurang
1960,14.6945929393864,93.2279996948434,16.3323913188019,normal
1961,10.1668836313868,90.7687145746385,16.3887690752374,normal
1962,8.09113334363898,95.3539286010414,15.3825812941508,buruk
1963,10.6943158945815,98.1685556167896,17.1616413402129,kurang
1964,14.1236263444891,91.9082366567917,12.5751604228589,normal
1965,9.49894340697662,96.8556506822799,14.8924139556483,buruk
1966,8.74494568987891,86.7792581064767,17.4053881875276,normal
1967,8.61983542554455,88.4864314814582,13.715312841621,kurang
1968,15.4259402411882,92.0622336228695,17.427320807952,normal
1969,14.9108934424913,84.0421381826639,15.6374037382866,lebih
1970,15.2981251636437,87.6854166956246,17.2368499054274,lebih
1971,8.42487736540311,87.4232880757022,14.6729014690903,kurang
1972,11.3962429808974,94.1165380761878,15.9807579167497,normal
1973,14.4574576833001,85.5463271638787,19.8828450198896,lebih
1974,15.4559046666086,88.2840611792887,14.2906498587235,lebih
1975,10.227023189821,104.705249953128,19.4003185719497,buruk
1976,15.3772417571592,97.542954806871,16.4572890441289,normal
1977,13.9845295787914,89.1936839938885,13.7779937649334,normal
1978,10.4391100042121,87.4171067672027,14.4692753480979,normal
1979,14.0629505268067,93.2609303806775,14.3692738861561,normal
1980,14.5751721370424,88.1301743350607,13.3776262412349,normal
1981,12.1491240774357,102.438660168975,15.4909270761825,kurang
1982,11.2444059090643,92.0257052134379,13.9420903287306,normal
1983,10.0383249185313,93.1366355258426,19.1418660060686,kurang
1984,12.1644290244211,95.5532162497677,17.1071437970693,normal
1985,10.5069013138735,86.29520020968,17.1908738046093,normal
1986,13.9511282663598,88.6703474725039,15.3505470264172,normal
1987,12.3013342701384,83.9854795581636,11.4736174830997,normal
1988,12.0017177027498,92.8447828373757,17.754704228347,normal
1989,14.0579510843167,106.045127269706,15.5736172183219,kurang
1990,5.95723115069645,86.0842568753235,18.1233905321464,buruk
1991,11.3571809720993,98.173890566488,15.5686652184123,kurang
1992,13.5970865743376,92.0239248977553,13.3426123784302,normal
1993,12.9910315060159,92.5716647015527,13.8248103788899,normal
1994,14.5703405478866,91.2349597250334,14.6980005431267,normal
1995,10.5374143542847,82.0587408925661,15.2363888387364,normal
1996,12.36825679208,84.7179341620328,18.7986406595348,normal
1997,11.104628536657,83.3920894431037,15.8649190190042,normal
1998,10.0919879639473,95.5195798411652,17.3939674032884,kurang
1999,11.0737694026601,96.5728047515335,17.7144938257031,kurang
2000,11.5330358756546,92.0562002877409,16.2720375244879,normal
2001,8.15510171889645,82.4689507970208,12.2511247049317,normal
2002,9.47317577840952,89.8503137381873,15.1933519564941,kurang
2003,8.5785025657474,92.1436869668974,14.7022599582294,buruk
2004,12.4216210206559,98.3201965295528,16.8190445602562,normal
2005,15.9851752125668,84.6561076387861,16.4261256940768,lebih
2006,19.0732668556877,101.139190300342,17.0477653575836,lebih
2007,11.2303274328893,99.0999583509867,15.6576375459066,kurang
2008,8.53441855563025,85.8517036055923,15.7985670855554,normal
2009,11.2150009441247,70.2539793431067,15.3083540412585,lebih
2010,14.0669385663203,92.1507506205679,17.6588511308169,normal
2011,10.5696199598524,89.7052588627574,15.3117745584178,normal
2012,9.10156834476791,76.812787363295,11.2842365944096,normal
2013,14.1747683577692,88.459768791661,13.2017923967197,normal
2014,11.1297528565801,84.5251788733198,13.3582813215453,normal
2015,13.5259541166711,84.5739255706226,14.922481182006,normal
2016,10.5874564576882,91.0208586323584,14.6069427008722,normal
2017,12.415594664843,78.7882004950286,14.6551459604089,lebih
2018,10.4847498480838,92.0645368835244,17.790184328531,normal
2019,11.3001519000772,100.45195844404,16.8132936461924,buruk
2020,13.754524852204,88.7678946288649,14.2493775225822,normal
2021,12.6555766928395,85.4593337186391,11.5998283286546,normal
2022,9.94050641509808,81.0538485824398,16.6140711340563,normal
2023,11.1801099411399,87.295379771731,17.9782157822113,normal
2024,11.8580570271241,90.8594885140493,14.0315072091144,normal
2025,12.183493122328,81.0413300421141,15.4625825073585,normal
2026,13.5582589761651,90.8349890252047,17.3980548993815,normal
2027,7.63188182409241,84.7770730871479,13.4950589555607,kurang
2028,9.77713573880658,85.4182559026636,14.7363564542612,normal
2029,11.4840637152573,88.2469687214561,13.0818672942363,normal
2030,14.1917736634708,94.7398144777993,14.4900717813367,normal
2031,9.02328061737325,97.0213229202068,15.6463436060366,buruk
2032,10.4869845997157,84.5121605384491,18.9592820323857,normal
2033,14.7400334713192,81.3986558835995,10.8462579554691,lebih
2034,12.8308581151742,89.3497014989337,14.1240121359093,normal
2035,7.63767835038525,89.8247207926015,16.7912360610076,buruk
2036,13.490783332659,86.0657513445514,14.5201835831932,normal
2037,14.3197513604537,75.190615442137,13.2817257866626,lebih
2038,12.3247234305478,92.1612841275016,18.091934075233,normal
2039,13.1757329197097,73.3453686759852,16.8366641467142,lebih
2040,11.7339972333771,84.6585925968066,15.0134845890546,normal
2041,15.5678962587634,89.0680781089106,16.9114466092062,lebih
2042,11.8175268888493,88.8035065812239,16.1630523633335,normal
2043,9.76371647314748,86.137172355816,13.0690398245151,normal
2044,12.3277645271855,85.7062125450535,15.0435623965813,normal
2045,13.6829653960529,83.2685193843673,14.0183043670849,lebih
2046,12.2457083789467,89.0121190132696,16.4461420483287,normal
2047,11.8817843951119,79.6883250949149,10.5804901173895,normal
2048,11.7852887290175,82.9295524187161,15.5136162948615,normal
2049,16.4130850253554,87.1660121800545,17.8096604479414,lebih
2050,12.857354515309,89.8789935023706,13.8260375558073,normal
2051,6.54607062855475,92.3450930727229,12.9818248337282,buruk
2052,10.4520537864631,86.5212359832179,16.8243307889194,normal
2053,13.5966052665751,95.2366463781616,17.5868978914137,normal
2054,13.411782145191,94.0404148234358,16.6400406408041,normal
2055,8.84154327662687,91.3562664009882,17.7365885946577,kurang
2056,14.1297669600977,80.5160292062936,18.4824495994782,lebih
2057,13.9138168749713,89.0741119844455,16.2222991968987,normal
2058,16.3591948098883,93.2591165669855,14.1714652845554,normal
2059,7.89687678041703,94.4310441256104,16.1636457461771,buruk
2060,12.3559789121215,93.8665513601486,14.176089194357,normal
2061,14.8914685668944,95.4852319872179,13.8048130352161,normal
2062,13.6815022672337,81.8766247877253,16.0800870424459,lebih
2063,10.4840428750041,88.4001455348005,19.1311210362475,normal
2064,8.5482482380803,91.6113443626784,13.7086279488403,kurang
2065,13.9411127271218,95.5679151608111,15.1255896720139,normal
2066,9.83024747551253,80.5667395977455,16.2387859350688,normal
2067,13.5024185995716,85.9897888094697,16.8098411837605,normal
2068,10.796699443404,89.4117078201012,16.3548971006705,normal
2069,11.3789997302946,81.3839907304869,20.2207169212165,normal
2070,12.2227484373268,91.0077819292728,16.7005612955084,normal
2071,11.1766435559995,88.0534317227081,16.9168687243198,normal
2072,9.71661934128955,88.2544887375527,16.1955144501037,normal
2073,11.8152165516947,95.365570832566,12.2355123602117,normal
2074,12.2441734656622,92.791543799414,15.7472432536989,normal
2075,8.45520703886406,96.6146036268305,16.303777923187,buruk
2076,12.8039685615039,95.1481679421224,16.45239492679,normal
2077,13.1364778032369,100.564577883338,15.0401671799667,normal
2078,9.14422069028851,96.5416494268727,15.8506429233418,buruk
2079,13.5398005541707,103.096482936936,15.0664472839236,kurang
2080,12.1911773033736,75.9178452892977,14.0948528622663,lebih
2081,13.5657279660716,87.7516245395252,15.0075747677038,normal
2082,11.248225537278,85.5396564859872,13.4439234934021,normal
2083,12.5572627031161,87.9733071100118,17.2555200012405,normal
2084,15.1630986807195,95.025913543372,13.7562754761913,normal
2085,12.7419444493358,84.5785923990571,14.8613240576752,normal
2086,15.6042964207197,83.4535034924054,13.9328339821324,lebih
2087,11.9770652610504,95.7146664856604,18.3102153703685,normal
2088,8.51654668194714,88.8945083352704,16.4198560348414,kurang
2089,12.8616685066993,85.957220341701,17.973306826991,normal
2090,11.3643909204927,72.0272769350966,12.1057733959009,lebih
2091,12.2341960023192,91.51283521098,14.6712972683068,normal
2092,8.84391023552421,84.9660003705193,19.2760472975396,normal
2093,7.35502899158468,82.0717348174738,16.0556448356727,normal
2094,9.01817579297643,94.3212233136775,20.4758683193937,buruk
2095,11.327957352121,83.538435380671,12.6230806602034,normal
2096,16.9464277514544,88.8281481682039,14.8180500999879,lebih
2097,9.00823761893486,79.7982750525915,19.0946140752166,normal
2098,13.4404109999336,95.904031122718,16.105130328728,normal
2099,10.5445291846317,96.5891586726131,16.7811900876115,kurang
2100,11.774021722676,87.3861781305191,15.1528603188295,normal
2101,12.1484066119434,95.2150033413107,13.797982107291,normal
2102,9.96061170735939,95.2459871496341,16.3100401531723,kurang
2103,10.9458227540142,77.1453334754968,17.0586913442065,normal
2104,13.8435416593166,95.6888477627295,16.911429226061,normal
2105,10.3596200685287,93.8017880384126,16.0556461516926,kurang
2106,11.1872544345102,88.8418366502719,16.3700849151131,normal
2107,9.02612724210364,94.0843192049605,15.0816393857337,buruk
2108,11.6987400645886,100.606539825922,15.607525555572,kurang
2109,5.72253860966583,91.5799571762099,15.9603984904649,buruk
2110,6.74898966066381,80.8596679458584,14.3406073922766,normal
2111,9.81759056429996,98.3742089886556,15.6658701820775,buruk
2112,11.95382470005,85.202622690331,17.7961650648212,normal
2113,11.5605043027984,82.7758939643264,15.4702119805015,normal
2114,10.9305599583757,89.8405160968349,16.4301939339168,normal
2115,15.1309470314009,82.488468133325,16.9325910210491,lebih
2116,13.4548879204363,84.9492522118033,12.6484707968055,normal
2117,17.3111891835033,85.0279166723172,15.464094873908,lebih
2118,12.589001647946,76.6087532448678,15.013156187828,lebih
2119,12.2565961757956,90.8414455045328,14.505997908082,normal
2120,10.9646638879423,92.2151681575739,15.3793631526921,normal
2121,12.8369748190418,76.9930879916548,13.8941258197116,lebih
2122,11.9471728277954,90.4001055502749,15.6947705844626,normal
2123,12.9340180760723,91.6278644204782,12.7207093651228,normal
2124,13.0655305160917,82.0102708247648,16.179955289256,lebih
2125,10.9893100166815,99.4260077240636,15.5073052036581,buruk
2126,13.1903203492936,83.0408891584824,15.3210346521003,normal
2127,12.745220666749,83.2482273404057,13.3068365348818,normal
2128,9.7851974664988,93.9777262216535,14.3790985426217,kurang
2129,12.5633921451419,82.7717361380116,17.5348687572481,normal
2130,15.0228794958854,90.6253571771592,11.420554841189,normal
2131,13.027862137384,88.1316677636135,11.4188929376222,normal
2132,13.500675296888,90.5676605773188,18.7673955327642,normal
2133,13.3465731174771,86.4506659938102,15.7977786048388,normal
2134,8.55056664690432,84.1037677816154,19.8064867268032,normal
2135,10.972381154335,82.9730176813177,15.1152467466757,normal
2136,15.6836912685639,84.047407936508,18.0976554598285,lebih
2137,11.816448426146,81.9797175139925,15.6163871377316,normal
2138,15.994302354955,82.1295210685755,14.865277784579,lebih
2139,10.202673513464,84.8970950697021,13.8143651885794,normal
2140,12.1201770037532,75.360746079022,14.7351964762139,lebih
2141,9.39327010259762,79.9720859844991,17.7235284428734,normal
2142,10.6640157166745,84.0526459173422,14.8599746018355,normal
2143,14.6704576526633,82.8181145421446,17.530181148807,lebih
2144,12.5861193082633,95.2734961040413,14.6562163954036,normal
2145,11.2961465360468,83.9250073138271,14.4076397504819,normal
2146,16.1429208020101,82.1770387187029,14.1480814444504,lebih
2147,13.6174505842131,83.630830271714,15.0879152775019,lebih
2148,13.6130047035031,81.0530014358175,15.0381303477467,lebih
2149,13.2706845138595,94.9256086599166,15.6905276909988,normal
2150,7.87964080413074,96.9577569301912,16.3116568681494,buruk
2151,9.44400536902281,85.0707986404719,15.0478125889871,normal
2152,10.7271711387055,84.4562572068998,15.0443329672144,normal
2153,13.6725079771218,78.0998752318825,15.0044925420452,lebih
2154,12.053997272939,91.5915586037246,17.9093105478836,normal
2155,12.4590873824737,86.4601903812785,14.4080397390788,normal
2156,12.8927641898222,89.7759553069557,11.7707627588078,normal
2157,9.71881299380096,85.516392483568,15.4265245490106,normal
2158,7.17743253489279,91.2300892084768,17.5528193928215,buruk
2159,9.68195307003579,85.6909489542339,10.5822564689675,normal
2160,13.6670071818524,83.0205279374841,14.4843223545155,lebih
2161,17.504291602777,84.0695208190874,13.8189170565519,lebih
2162,10.9840908692492,96.7329685296859,15.9917552489397,kurang
2163,10.7325281480079,83.9475172013984,13.1046029610667,normal
2164,14.4335035269063,87.9093280122448,17.1384109689188,normal
2165,13.448417604546,92.3534115356029,16.7294885990575,normal
2166,13.5977708049141,98.1087562364444,10.6236861625529,normal
2167,9.2495771496378,90.0171040867432,17.345112759578,kurang
2168,12.9218001391172,93.6698300255161,16.6960649538069,normal
2169,10.7276017787039,84.8526469087567,16.8454587409361,normal
2170,13.4790893425403,88.9400581251388,16.5059118331016,normal
2171,9.40239786873562,85.0078070595931,16.4642736349756,normal
2172,11.323324653024,105.441218328866,14.7267996834217,buruk
2173,5.70698888794778,89.6019005787664,15.4989807347363,buruk
2174,12.9935388974902,76.1852623246981,14.5524549095347,lebih
2175,13.961995502548,91.1168915303142,15.9079332306341,normal
2176,14.8846277353327,90.3722382455176,15.4177418345846,normal
2177,13.7403014237631,89.8526262960508,15.3627255232874,normal
2178,10.7874184653681,83.0098266110982,14.9113218823135,normal
2179,8.67454116065382,82.3657935745166,14.6847160915695,normal
2180,11.3750873568609,100.566606576052,16.4104842278777,buruk
2181,9.83501460454263,87.8323197738928,17.6799852897953,normal
2182,14.6104181256619,94.8055821479094,19.3274004984828,normal
2183,8.40187567476911,91.3554887478293,17.1944662087266,buruk
2184,14.1823022316822,90.7035388385344,17.9905878386044,normal
2185,13.310531717162,81.5902483315042,15.133664863739,lebih
2186,11.9216079379974,97.0727801317076,14.5270396475799,normal
2187,10.9963077894501,103.046240866618,15.1137037684137,buruk
2188,12.7384642372081,83.4423211718434,14.7069942449666,normal
2189,10.8237583595703,98.2151527788651,15.6776521463497,kurang
2190,9.56429545290087,97.4995258820673,18.3016280963191,buruk
2191,10.0199937315202,86.66425248343,12.7798326804952,normal
2192,11.3687973739587,86.8037297417663,17.6559568157308,normal
2193,10.2098271488273,83.6385490002079,16.7387198866336,normal
2194,14.6981583350597,74.4175733695317,14.9557096389737,lebih
2195,11.0305558358946,86.2096916349563,18.6715021767416,normal
2196,15.3366074338904,85.7131500213769,15.9937499238939,lebih
2197,13.9341666936535,87.6981501046603,17.3152798161934,normal
2198,12.4961065803448,91.2268107186422,16.0927629517698,normal
2199,11.8575098276487,69.811619880484,14.9426122794668,lebih
2200,11.5011703062158,83.8570329300786,14.0482840859575,normal
2201,14.3825629982518,82.1165446957775,15.7002327471918,lebih
2202,9.61624818989428,88.5431434315722,17.9435634334497,normal
2203,11.3621116042774,97.8599075789321,12.1788396457044,kurang
2204,10.1700489836493,81.6839759384821,14.7610719758894,normal
2205,14.9238508226726,97.8645557749853,15.4046792847296,normal
2206,8.50974205505067,92.0345876076314,16.0926080210653,buruk
2207,15.388202161929,75.8738470742508,16.332556319121,lebih
2208,14.2490617181897,83.6404200863365,19.3034027480006,lebih
2209,13.7643812200036,90.6988260590659,13.7669363615409,normal
2210,13.5211683446268,84.2746112867126,13.858434256952,normal
2211,14.4647638569155,80.0246299592844,14.4931487862579,lebih
2212,11.3904883989603,79.1336293538599,16.5049703566336,normal
2213,12.9349372206241,83.4952671645543,15.2022676204239,normal
2214,14.8674202232549,88.3946486970972,12.5073271706566,normal
2215,13.8536214785058,84.2557161925076,14.9195788969984,lebih
2216,11.3494789872974,82.0284236412235,12.0607661096317,normal
2217,9.37750817810958,90.9030716071394,16.1901342667664,kurang
2218,11.2703124587347,89.8895392965182,16.1520382557413,normal
2219,11.0140529909933,89.0176834359429,15.8163102291644,normal
2220,9.83669868800995,80.3021326744002,15.4225851971902,normal
2221,13.808517603075,95.6563563683007,16.0507237738148,normal
2222,10.8679832208773,86.1834208277364,17.1028943614573,normal
2223,15.7506283403509,87.9782207448415,16.5461193444888,lebih
2224,13.4694415464941,78.3694947899565,15.9828041650507,lebih
2225,16.235505349647,91.0918785297838,13.7624173120989,lebih
2226,10.1689563903476,79.3322586963818,15.9253024705837,normal
2227,12.5297959750263,88.1820390472554,10.5498855610556,normal
2228,10.3262945679614,87.6388479283702,18.7676158711332,normal
2229,13.550449438712,88.9994259647231,12.4674582525627,normal
2230,10.5501041531199,81.1458203267682,14.3141584469134,normal
2231,13.2617610234476,91.9021634419055,14.3913415588449,normal
